file_type,file_path,preview_detected,status,screenshot
PNG,C:\Users\SakithMohamed\Downloads\test_automation_ui\test_automation_ui\sample.png,True,PASS,C:\Users\SakithMohamed\Downloads\test_automation_ui\test_automation_ui\results\preview_pass.png
